id,admin_equipment,lot,type_1,type_2,type_3,generic_name,quantity,brand,model,serial_number,commissioning_year,served_zones,status,photoPlaque,type_name
-MkryATGcO13o-zI8veJ.-Mkuyo-v1Rx-EHgutv3Z.-MoZ3YcejSjqViVOPUuk,-M6_R0XRIlD245wck5Gn,-L6W1CSPSjeLdGQqPgSl,-L6W1CjR--4wE57-V44G,-M6_R0XRIlD245wck5Gn,,Visiophone,1,Castel,CAP IP,,2018,Hall,En service,Equipements/-MkryATGcO13o-zI8veJ/-Mkuyo-v1Rx-EHgutv3Z/-MoZ3YcejSjqViVOPUuk/photoPlaque/20211115_154926091_fRwX42ZCVyfQqzMjAibCTLzy9Mi2_Photo.jpg,Contrôle d'accès
-O2iIwY0m9m6UUyVg2bU.-O2jEOYOQSgSVMHqEFDW.-O4MEshaXHiuhb1fZVVt,-L6W1CjR--4wE57-V44G,-L6W1CSPSjeLdGQqPgSl,-L6W1CjR--4wE57-V44G,,,Contrôle d'accès,1,ALCEA,GM,,,,En service,Equipements/-O2iIwY0m9m6UUyVg2bU/-O2jEOYOQSgSVMHqEFDW/-O4MEshaXHiuhb1fZVVt/photoPlaque/20240816_153643212_ecMrHdE3SIXi3EzSYo9r6vFNtyy1_Photo.jpg,Contrôle d'accès
-MwRgBSTXorBsB7Dw1FU.-MwRgJ8dEsgq0k_KjfLD.-MxdJFn1wfERUo2w0sBN,-MGxbiOFvCZC9OcaTrsc,-L6W1CSPSjeLdGQqPgSl,-L6W1CjR--4wE57-V44G,-MGxbiOFvCZC9OcaTrsc,,Serrure électrique,1,SALTO,,,2022,,,Equipements/-MwRgBSTXorBsB7Dw1FU/-MwRgJ8dEsgq0k_KjfLD/-MxdJFn1wfERUo2w0sBN/photoPlaque/20220308_113655366_DgbiOXzBfJM5a1fl8oewmvtBxuw1_Photo.jpg,Contrôle d'accès
-MITwAoI9_T0TeZ-PKsE.-MITwhICbfvWi3DEHqzl.-MKo_54a1-uPNwRqYgyO,-MB8tsQN6MP6onac2oxj,-L6W1C0X9zmAZC-JClDm,-L6SNGa5vj8DC88J_Uk1,-MB8tsQN6MP6onac2oxj,,Thermofrigopompe,1,BLUEBOX,Omicron REV S4 HE LN 84.8 2P2R,SB10061730,2020,"CTA, Armoire de climatisation, Poutres chaudes/froides.",En service,Equipements/-MITwAoI9_T0TeZ-PKsE/-MITwhICbfvWi3DEHqzl/-MKo_54a1-uPNwRqYgyO/photoPlaque/20201201_030507980_VZq3BNM0VPf2j7dWpSMZ7AFJoCv1_Photo.jpg,PAC
-LExaAilWHrrIln7bQbi.-LGzafW1--zv1T5IkOfn.-LHCm_nRye1WPdDb3z-g,-L6W1CDTfAsNSztC80Ne,-L6W1C0X9zmAZC-JClDm,-L6SNGa5vj8DC88J_Uk1,-L6W1CDTfAsNSztC80Ne,,PAC air-eau,1,CIAT,ILD-0300B0006-PE-, M2017012240,2017,,En service,Equipements/-LExaAilWHrrIln7bQbi/-LGzafW1--zv1T5IkOfn/-LHCm_nRye1WPdDb3z-g/photoPlaque/OLYSWL271_A2018M6J28H11M30S13_Photo 28-06-2018 11.31.11.jpg,PAC
-Mvc37dgHZUf9a2a2qGg.-Mvdt6_0nW1WQAEjAMl8.-MwairN9J6goTAdbQrgS,-Lmet4NTV2Aq4jBqorLa,-L6W1C0X9zmAZC-JClDm,-L6SNGa5vj8DC88J_Uk1,-Lmet4NTV2Aq4jBqorLa,,Rooftop,1,LENNOX,FDK 085 H,2004,2004,magasin,,Equipements/-Mvc37dgHZUf9a2a2qGg/-Mvdt6_0nW1WQAEjAMl8/-MwairN9J6goTAdbQrgS/photoPlaque/20220223_131851067_uxUxt2trPeOpkakHr0TqIZr5Srf2_Photo.jpg,PAC
-NfGO3L94vxRsMTAKyKc.-NfRKsyIRqSiTsrqHOzn.-NfkoyS2GagYhZTx7CYz,-L6SNGOGOcA5h5CLrNw7,-L6W1C0X9zmAZC-JClDm,-L6SNGOGOcA5h5CLrNw7,,,Aérotherme,1,CIAT,4351,,2016,,En service,Equipements/-NfGO3L94vxRsMTAKyKc/-NfRKsyIRqSiTsrqHOzn/-NfkoyS2GagYhZTx7CYz/photoPlaque/20231005_150022425_QMEkLn6HcveArmtsAOqXyN9bRm62_Photo.jpg,Aérotherme
-MloTHkmJTesIXIhFAsa.-MmNU1b-0Hwn8ayrKr56.-MmNYdDdKhFKFLL4sucM,-L6SNyJR6t7dfSrfnSdg,-L6W1C0X9zmAZC-JClDm,-L6SNGOGOcA5h5CLrNw7,-L6SNyJR6t7dfSrfnSdg,,Aérotherme électrique,1,ELGE,AE6N1,611203,2000,local stockage 14,En service,Equipements/-MloTHkmJTesIXIhFAsa/-MmNU1b-0Hwn8ayrKr56/-MmNYdDdKhFKFLL4sucM/photoPlaque/20211104_161704849_GKCaqNpx7MVJMk1dLlwiUZx43kx2_Photo.jpg,Aérotherme
-O2TYvwQjNQjQEC0fzwp.-O2TtxcgS-ohpCa72Tc0.-O2TuMiJQetlisEgG77K,-L6SNGOGOcA5h5CLrNw7,-L6W1C0X9zmAZC-JClDm,-L6SNGOGOcA5h5CLrNw7,,,Aérotherme,1,CIAT,Marctherm 6,27508151,,,A l'arrêt,Equipements/-O2TYvwQjNQjQEC0fzwp/-O2TtxcgS-ohpCa72Tc0/-O2TuMiJQetlisEgG77K/photoPlaque/20241121_115044158_OfC2H95efbenwAtGW9DZfWq8fU82_Photo.jpg,Aérotherme
-M_zqFC4g42Yo9nvwdQM.-MxIyJlIEqUezzNW9gcg.-MhSdKwgNBg52_UDb6F2,-MKJVT2bDN-WHZedtNf7,-L6W1CskVQMe43Y3oFbu,-MGsAl-vUIy4ohAQJ0So,-MKJVT2bDN-WHZedtNf7,,Disjoncteur général,1,SCHNEIDER,COMPACT INS,,2021,,,Equipements/-M_zqFC4g42Yo9nvwdQM/-MxIyJlIEqUezzNW9gcg/-MhSdKwgNBg52_UDb6F2/photoPlaque/20210819_090226305_D48swbHNFhhb8Gf1hCjOfmwHf2v1_Photo.jpg,Organe de coupure électrique
-Nq87bQl0_P2nPuLKUe9.-Nq8804ygXS-hD6FqY0Z.-O8fXTjUMv0ZEyG5cphc,-MKJVT2bDN-WHZedtNf7,-L6W1CskVQMe43Y3oFbu,-MGsAl-vUIy4ohAQJ0So,-MKJVT2bDN-WHZedtNf7,,Disjoncteur général,1,Schneider,NSX 250N,,,,En service,Equipements/-Nq87bQl0_P2nPuLKUe9/-Nq8804ygXS-hD6FqY0Z/-O8fXTjUMv0ZEyG5cphc/photoPlaque/20241008_095124813_TMOWyJBMxuRkjlvuyIo7EakNeQv1_Photo.jpg,Organe de coupure électrique
-Nq87bQl0_P2nPuLKUe9.-Nq8804ygXS-hD6FqY0Z.-O8m5CS2VG8ILxDhipt5,-MKJVT2bDN-WHZedtNf7,-L6W1CskVQMe43Y3oFbu,-MGsAl-vUIy4ohAQJ0So,-MKJVT2bDN-WHZedtNf7,,Disjoncteur général,1,Schneider,NSX 100N,,,,En service,Equipements/-Nq87bQl0_P2nPuLKUe9/-Nq8804ygXS-hD6FqY0Z/-O8m5CS2VG8ILxDhipt5/photoPlaque/20241009_162607190_TMOWyJBMxuRkjlvuyIo7EakNeQv1_Photo.jpg,Organe de coupure électrique
-MZMZG4fLgP6UtLDdopr.-MZTe6RCV_g4OfqeGE_I.-M_zAXlc9G1bsw7syeed,-LUVqNJHq6UyI-nSOvUQ,-L6W1E7_plhH7p9y_2Ea,-LUVpoX39htVzOSl9zBI,-LUVqNJHq6UyI-nSOvUQ,,Porte battante,1,,,,,Parking couvert,En service,Equipements/-MZMZG4fLgP6UtLDdopr/-MZTe6RCV_g4OfqeGE_I/-M_zAXlc9G1bsw7syeed/photoPlaque/20210518_111401688_Szgv0my0hYejhydXKeWq272q2J63_Photo.jpg,Porte piétonne
-MYjr90sVTsupkqU4Ric.-MZ-miw92ihOjZ9XXsNe.-MdXV7pXj3HkxgDnTmbC,-LUVpzsBprmFJ7Y151sg,-L6W1E7_plhH7p9y_2Ea,-LUVpoX39htVzOSl9zBI,-LUVpzsBprmFJ7Y151sg,,Porte coulissante,1,,,,,,,Equipements/-MYjr90sVTsupkqU4Ric/-MZ-miw92ihOjZ9XXsNe/-MdXV7pXj3HkxgDnTmbC/photoPlaque/20210701_143734591_R8vlAN7B4OcEtarW8LlClNSIZwz1_Photo.jpg,Porte piétonne
-MqyjI43I7cAVE6Fsdfc.-MrM2CwuB2CKfkNLc0f2.-MrMQPYmMPClzXPWMhqt,-LUVpoX39htVzOSl9zBI,-L6W1E7_plhH7p9y_2Ea,-LUVpoX39htVzOSl9zBI,,,Porte piétonne,1,,,,,,En service,Equipements/-MqyjI43I7cAVE6Fsdfc/-MrM2CwuB2CKfkNLc0f2/-MrMQPYmMPClzXPWMhqt/photoPlaque/20211220_114056243_yX5rsljDwRMbPnumnCv6tYmUjka2_Photo.jpg,Porte piétonne
-NjT7WaWzFXdcZ452xmk.-NkOvnidcBwr4VptUzq9.-NkPB-08V1sc-y4mEbzf,-MOjsjaOqgGcIa2Cg48w,-L6W1C0X9zmAZC-JClDm,-MOjsjaOqgGcIa2Cg48w,,,Ballon de stockage eau chaude,1,THERMOR,ES - VM100LE,100322340101181,2010,,En service,Equipements/-NjT7WaWzFXdcZ452xmk/-NkOvnidcBwr4VptUzq9/-NkPB-08V1sc-y4mEbzf/photoPlaque/20231129_082719771_piCQULVoQ4VLC9PrfYNC3PpHROU2_Photo.jpg,Ballon de stockage eau chaude
-NTJNKVCSBnoAX2vfoJm.-NTJNzWTnqHYwQfvUbTk.-NTJO7bA96nT5g_ldxA3,-MOjsjaOqgGcIa2Cg48w,-L6W1C0X9zmAZC-JClDm,-MOjsjaOqgGcIa2Cg48w,,,Ballon de stockage eau chaude,1,THERMOR,A26025/,105829,2022,,,Equipements/-NTJNKVCSBnoAX2vfoJm/-NTJNzWTnqHYwQfvUbTk/-NTJO7bA96nT5g_ldxA3/photoPlaque/20230420_114005749_XsbLTdh5xneTjl0Pb4MErse4adU2_Photo.jpg,Ballon de stockage eau chaude
-Ne8Ct5Gt_vMY8YATdHN.-NgPRduyAwzCqHZFQqH2.-NjrNSH0lbiadlTmGtuO,-MOjsjaOqgGcIa2Cg48w,-L6W1C0X9zmAZC-JClDm,-MOjsjaOqgGcIa2Cg48w,,,Ballon de stockage eau chaude,,,,,,,,Equipements/-Ne8Ct5Gt_vMY8YATdHN/-NgPRduyAwzCqHZFQqH2/-NjrNSH0lbiadlTmGtuO/photoPlaque/20231122_141512052_oUcAml9isYcARQdsTxlj7Y5TfJi1_Photo.jpg,Ballon de stockage eau chaude
-MuGpcnoD3e7l-KJz48U.-MuGptxNemMnyg87trNq.-N6rKutWt12-Db3YiL-b,-LmomzlcH4CXVqgJyw8R,-L6W1CskVQMe43Y3oFbu,-LmomzlcH4CXVqgJyw8R,,,Éclairage extérieur,1,,bleu double,,,,,Equipements/-MuGpcnoD3e7l-KJz48U/-MuGptxNemMnyg87trNq/-N6rKutWt12-Db3YiL-b/photoPlaque/20220804_094025654_Rdq4axepn6Q3Ob8aG99TTrkILQs1_Photo.jpg,Éclairage extérieur
-MZMZG4fLgP6UtLDdopr.-MZTe6RJR5tEajRPU5Sy.-MbGhpafUXWFeKksfV49,-MGnANu8WWxboFD--4mw,-L6W1CskVQMe43Y3oFbu,-LmomzlcH4CXVqgJyw8R,-MGnANu8WWxboFD--4mw,,Enseigne lumineuse,4,,,,,Ext,,Equipements/-MZMZG4fLgP6UtLDdopr/-MZTe6RJR5tEajRPU5Sy/-MbGhpafUXWFeKksfV49/photoPlaque/20210603_115239351_Szgv0my0hYejhydXKeWq272q2J63_Photo.jpg,Éclairage extérieur
-MpLOyLqNqHuNcwwtS3b.-MplSe82RSoxK3lllGtS.-MsZs1vhu1jFZaYpoSHv,-LwSf7qJq7qPZXpUdR46,-L6W1CskVQMe43Y3oFbu,-LmomzlcH4CXVqgJyw8R,-LwSf7qJq7qPZXpUdR46,,Eclairage extérieur - voie de circulation,2,,,,,"Hors Service, Cassé, Ouverts Dangereux, Problème d’étanchéité, en défaut !",Standby,Equipements/-MpLOyLqNqHuNcwwtS3b/-MplSe82RSoxK3lllGtS/-MsZs1vhu1jFZaYpoSHv/photoPlaque/20220104_113655419_LR6g2zA76sYTeiUTfGMoRRktcZt2_Photo.jpg,Éclairage extérieur
-Mvby1_OfnTIv6jXEQ2n.-MwWxB4VLfm4Z9lTeVOb.-NBDPYnrLstD0SlDVmR7,-LwOP1UvWKzFkyA78bI9,-L6W1F9Qqcg78AgjjhF9,-LDvN5PaeW8_GNi1zNGb,-LwOP1UvWKzFkyA78bI9,,Hotte de cuisine,1,HALTON,,,2022,,En service,Equipements/-Mvby1_OfnTIv6jXEQ2n/-MwWxB4VLfm4Z9lTeVOb/-NBDPYnrLstD0SlDVmR7/photoPlaque/20221116_081044376_QFQ2QOBva4RRQbRfFFh4JmoUtUo1_Photo.jpg,Matériel de cuisson
-O5Hvwr50v4dv62fXBNz.-O5TD-X-cIKyilCvGgMc.-OAvlf5fGHgygleX9DgB,-L6W1FUm535yzP31FauI,-L6W1F9Qqcg78AgjjhF9,-LDvN5PaeW8_GNi1zNGb,-L6W1FUm535yzP31FauI,,Friteuse,1,VITO,VITO VM,49391,,,En service,Equipements/-O5Hvwr50v4dv62fXBNz/-O5TD-X-cIKyilCvGgMc/-OAvlf5fGHgygleX9DgB/photoPlaque/20241105_110250837_gEmRu4RjqJevERSSsZ1dXxAfWWp2_Photo.jpg,Matériel de cuisson
-O7cGRJqWe5VlcNHSJvL.-O9swGryTFpRqvvR0Dva.-O9swm1n7Ndar_9MWByd,-L6W1FUm535yzP31FauI,-L6W1F9Qqcg78AgjjhF9,-LDvN5PaeW8_GNi1zNGb,-L6W1FUm535yzP31FauI,,Friteuse,1,Eurochef,9365020,,,,En service,Equipements/-O7cGRJqWe5VlcNHSJvL/-O9swGryTFpRqvvR0Dva/-O9swm1n7Ndar_9MWByd/photoPlaque/20241120_112648282_uDIe76aMtYUsbEYoiYw8I7Jgr6n2_Photo.jpg,Matériel de cuisson
-NpJMUEErdt8XKBUWXl0.-NpJNhRJwtHnxT86oggP.-NpJOY5UctJwX_aTdh46,-N8SlhcpBW8hKH-5AXOf,-L6W1C0X9zmAZC-JClDm,-N8SlhcpBW8hKH-5AXOf,,,Brûleur,,,,3833568B- XC- 000128,2013,,En service,Equipements/-NpJMUEErdt8XKBUWXl0/-NpJNhRJwtHnxT86oggP/-NpJOY5UctJwX_aTdh46/photoPlaque/20240213_143035509_UcHeDAp0KpVjDPe2mVzie7DrUww2_Photo.jpg,Brûleur
-NNvo7RS8kCwysTl3wqi.-NSHGpXPs4x7GmCPKkyK.-NUaXF3nM9ooY4Xt0ZuC,-N8SlhcpBW8hKH-5AXOf,-L6W1C0X9zmAZC-JClDm,-N8SlhcpBW8hKH-5AXOf,,,Brûleur,1,CUENOD ,C24 GX 507/8-T1,13003130E-MD-000751,2006,,,Equipements/-NNvo7RS8kCwysTl3wqi/-NSHGpXPs4x7GmCPKkyK/-NUaXF3nM9ooY4Xt0ZuC/photoPlaque/IMG_20211223_160517.jpg,Brûleur
-O08XBK9L33mwm-Rsyn-.-O10bfkwC2JijyTtYt89.-O7cwdXwhKieu2ojz364,-N8SlhcpBW8hKH-5AXOf,-L6W1C0X9zmAZC-JClDm,-N8SlhcpBW8hKH-5AXOf,,,Brûleur,,CUENOD,NC21 GX107/8,20-50-100-300,2008,,,Equipements/-O08XBK9L33mwm-Rsyn-/-O10bfkwC2JijyTtYt89/-O7cwdXwhKieu2ojz364/photoPlaque/20240925_113118388_QuNCg7VplhRyS9heFdwLRFw0UG43_Photo.jpg,Brûleur
-M_zqFC4g42Yo9nvwdQM.-M_zsostwr-y82JTMesJ.-Mx_IPKznivCBFuaHJx9,-L6W1Dm7822M_paJl2a2,-L6W1DWAeZx82KP4rzgO,-L6W1Dm7822M_paJl2a2,,,RIA,3,,,,,,En service,Equipements/-M_zqFC4g42Yo9nvwdQM/-M_zsostwr-y82JTMesJ/-Mx_IPKznivCBFuaHJx9/photoPlaque/20220315_101551745_BDomWwaB5CWikku1f6qg9bTREMA2_Photo.jpg,RIA
-M3g0GpL2_nMS22M6RNX.-M3upLUTKwYWG1G7-lEx.-M3vyCIhIDJj9LdH-ZA0,-L6W1Dm7822M_paJl2a2,-L6W1DWAeZx82KP4rzgO,-L6W1Dm7822M_paJl2a2,,,RIA,4,DESAUTEL / SICLI,DN 25 - 30 m,,2000/2019,,En service,Equipements/-M3g0GpL2_nMS22M6RNX/-M3upLUTKwYWG1G7-lEx/-M3vyCIhIDJj9LdH-ZA0/photoPlaque/20210301_122533319_VZq3BNM0VPf2j7dWpSMZ7AFJoCv1_Photo.jpg,RIA
-MmNDkMJV1uCSkuvmpnQ.-Mn5uYkIA6Ap2McAIUV6.-MnejdwieyT1JSKv7niV,-L6W1Dm7822M_paJl2a2,-L6W1DWAeZx82KP4rzgO,-L6W1Dm7822M_paJl2a2,,,RIA,6,Sicli,,,,,En service,Equipements/-MmNDkMJV1uCSkuvmpnQ/-Mn5uYkIA6Ap2McAIUV6/-MnejdwieyT1JSKv7niV/photoPlaque/20211104_113922818_BkmjfCZkz8ODwyETfG4qceh0Uez1_Photo.jpg,RIA
-LoQVFPpU-ZDljUjJKd6.-LoQXMdqhFS2DqJmaQ7y.-LsHpv44q4PVYrT8vDea,-LrwoT3hWcvKIcEwnkdf,-L6W1DWAeZx82KP4rzgO,-L6SNFl2Fk-vwmaDpEQ2,-LrwoT3hWcvKIcEwnkdf,,CMSI,1,,,,,,En service,Equipements/-LoQVFPpU-ZDljUjJKd6/-LoQXMdqhFS2DqJmaQ7y/-LsHpv44q4PVYrT8vDea/photoPlaque/20191104_123623_F80BWChOBycdVZFaFtM6OqNjwxA3_Photo.jpg,Équipement d'alarme EA
-Nw8pnvs5l6Hr_H5PdOh.-NxkNGGs7gYOFxu3M1cZ.-NxrCbUQm4wqFr-V50LJ,-Lu8yYigKj81G361Bgc6,-L6W1DWAeZx82KP4rzgO,-L6SNFl2Fk-vwmaDpEQ2,-Lu8yYigKj81G361Bgc6,,Report d'alarme,2,,,,2024,,,Equipements/-Nw8pnvs5l6Hr_H5PdOh/-NxkNGGs7gYOFxu3M1cZ/-NxrCbUQm4wqFr-V50LJ/photoPlaque/20240514_130725434_hjm80Ndwu4WH0dW0ltebBl36YIo2_Photo.jpg,Équipement d'alarme EA
-MvdZ_Dm_QEJJ4XEnSpe.-Mw2UsUlMVefXdPuBw9t.-MzEQAtX7n4snGdFkyIp,-LrwpWAyBHZfA1rA94Ea,-L6W1DWAeZx82KP4rzgO,-L6SNFl2Fk-vwmaDpEQ2,-LrwpWAyBHZfA1rA94Ea,,ECS,1,Siemens,FC2060R,,,,En service,Equipements/-MvdZ_Dm_QEJJ4XEnSpe/-Mw2UsUlMVefXdPuBw9t/-MzEQAtX7n4snGdFkyIp/photoPlaque/20220328_072931252_4U2gItmKg7OTbKapBeHzVamWjYI3_Photo.jpg,Équipement d'alarme EA
-NR3nm5vMkrjAzjue3xG.-NSLdAQ-dxPv9ZianGr-.-NSj94CdfoECvSa5Nlmy,-M7NSgePUw7OrxSLtocV,-L6W1BKusJNlAndrHcgr,-L6SOJa9ke6NXQo4dBJX,-M7NSgePUw7OrxSLtocV,,Porte intérieure,14,,,,01/01/2008,,En service,Equipements/-NR3nm5vMkrjAzjue3xG/-NSLdAQ-dxPv9ZianGr-/-NSj94CdfoECvSa5Nlmy/photoPlaque/20230609_071953095_TY58IP2fzPa5F596Rpc4GaqptjX2_Photo.jpg,Menuiserie intérieure
-NvkUhFM9gUYR2U5p1tU.-NvlT4BcOD0ILMDdQGgR.-Nz8iLSpMoYb-Oi5_Id5,-M7NSgePUw7OrxSLtocV,-L6W1BKusJNlAndrHcgr,-L6SOJa9ke6NXQo4dBJX,-M7NSgePUw7OrxSLtocV,,Porte intérieure,1,,coulissant,,,,En service,Equipements/-NvkUhFM9gUYR2U5p1tU/-NvlT4BcOD0ILMDdQGgR/-Nz8iLSpMoYb-Oi5_Id5/photoPlaque/20240530_133906283_LJ5XsgnbJvapZbXmhPjlHTGuEGC2_Photo.jpg,Menuiserie intérieure
-NIkuJyxKrs0kuPvNBaq.-NNgA_c_XqyShsVuNckN.-NNgE0lBx8aWFPRa0waO,-L6SOJa9ke6NXQo4dBJX,-L6W1BKusJNlAndrHcgr,-L6SOJa9ke6NXQo4dBJX,,,Menuiserie intérieure,5,,,,,,,Equipements/-NIkuJyxKrs0kuPvNBaq/-NNgA_c_XqyShsVuNckN/-NNgE0lBx8aWFPRa0waO/photoPlaque/20230412_110417375_fR2skJac1gMUBIoIJURgq7tcrPO2_Photo.jpg,Menuiserie intérieure
-MZMZG4fLgP6UtLDdopr.-MZTe6Px6FogCn-1ewla.-M_Kt76y05yBqrtqeEpx,-M65JE6QLlG8xfgLya3V,-L6W1E7_plhH7p9y_2Ea,-M65JE6QLlG8xfgLya3V,,,Rideau métallique,1,,,,,Accès parking,En service,Equipements/-MZMZG4fLgP6UtLDdopr/-MZTe6Px6FogCn-1ewla/-M_Kt76y05yBqrtqeEpx/photoPlaque/20210510_104903596_tbEBSj6rX9XBl4rH0ievrrOiEHt2_Photo.jpg,Rideau métallique
-MFZztr-4rNpRxE7n3rv.-MHWWB-DjtgfS91PtORs.-MKA_xM5bosEN7jkByt6,-M65JE6QLlG8xfgLya3V,-L6W1E7_plhH7p9y_2Ea,-M65JE6QLlG8xfgLya3V,,,Rideau métallique,1,LA TOULOUSAINE,,42697535,2016,ENTREE BOUTIQUE,En service,Equipements/-MFZztr-4rNpRxE7n3rv/-MHWWB-DjtgfS91PtORs/-MKA_xM5bosEN7jkByt6/photoPlaque/20201021_144844529_B5PyM2XmhJdbNB0f3raCGSIQLEd2_Photo.jpg,Rideau métallique
-MZMZG4fLgP6UtLDdopr.-MZTe6QB7Y1iI1ch368z.-Me98bmqu-nOBTYO3kno,-M65JE6QLlG8xfgLya3V,-L6W1E7_plhH7p9y_2Ea,-M65JE6QLlG8xfgLya3V,,,Rideau métallique,1,,,,,,En service,Equipements/-MZMZG4fLgP6UtLDdopr/-MZTe6QB7Y1iI1ch368z/-Me98bmqu-nOBTYO3kno/photoPlaque/20210709_072404563_tbEBSj6rX9XBl4rH0ievrrOiEHt2_Photo.jpg,Rideau métallique
-MvdZ_Dm_QEJJ4XEnSpe.-Mw2UO8tjnwuUM_irNkr.-Mx95pH8L4_tZ-Jj_NPO,-L6SNFOFEtpCWdxAZFzW,-L6W1DucxKGbe-oZ2xsl,-L6SNFOFEtpCWdxAZFzW,,,Ascenseur,1,KONE,,JSO02/ KONE 11407389,, 01 47 52 55 68,En service,Equipements/-MvdZ_Dm_QEJJ4XEnSpe/-Mw2UO8tjnwuUM_irNkr/-Mx95pH8L4_tZ-Jj_NPO/photoPlaque/20220429_120352160_4U2gItmKg7OTbKapBeHzVamWjYI3_Photo.jpg,Ascenseur
-MiMJETQ8H-pSy7C_446.-MiaUPr07fo4PXHU5BrL.-MloKnv0PnILPvyiOiVW,-L6SNFOFEtpCWdxAZFzW,-L6W1DucxKGbe-oZ2xsl,-L6SNFOFEtpCWdxAZFzW,,,Ascenseur,1,OTIS,GEN 2,P1968,1987,,En service,Equipements/-MiMJETQ8H-pSy7C_446/-MiaUPr07fo4PXHU5BrL/-MloKnv0PnILPvyiOiVW/photoPlaque/20211012_115107688_MhVXPowJpnUtWXCkjTWqXs2i5Tn1_Photo.jpg,Ascenseur
-Md2trdF12ugHJCq4VDD.-Me0uXZiV7pXbebaHymU.-MezPKAs3n-osG_582Z_,-L6W1E1s-PPbyFVHD3wi,-L6W1DucxKGbe-oZ2xsl,-L6SNFOFEtpCWdxAZFzW,-L6W1E1s-PPbyFVHD3wi,,Ascenseur électrique,1,SOULIER,,10462,,,En service,Equipements/-Md2trdF12ugHJCq4VDD/-Me0uXZiV7pXbebaHymU/-MezPKAs3n-osG_582Z_/photoPlaque/20211228_100439906_YzPiGRJuhjS6eNaLEaSeJaNoAKg1_Photo.jpg,Ascenseur
-NwEvgfNGMBkTBGxfdLL.-NwFBVeZRx3br0ZNVmcY.-NyU3tMyg7MiHwPIKlpr,-LWLy5PAIND8B_eQ5lyM,-L6W1F9Qqcg78AgjjhF9,-L6W1FoA6XBUNGJWHSli,-LWLy5PAIND8B_eQ5lyM,,Chambre froide négative,2,tecumseh,TFH2480BR,45670300219,18.10.2023,,,Equipements/-NwEvgfNGMBkTBGxfdLL/-NwFBVeZRx3br0ZNVmcY/-NyU3tMyg7MiHwPIKlpr/photoPlaque/20240522_085349609_bnnJ3XFzEBZlXIRz3PffFbgxCeq1_Photo.jpg,Chambre froide
-NuZ9yvg2l3Ooj6xyl6b.-NuZcQBc4XkvByp-d0se.-Nv6nE0-VsgOhsapAxq3,-LWLxZP5zq_oKRZ--GmZ,-L6W1F9Qqcg78AgjjhF9,-L6W1FoA6XBUNGJWHSli,-LWLxZP5zq_oKRZ--GmZ,,Chambre froide positive,1,l’unité hermetique,TFH4045Z HR,,2004,préparation froide,En service,Equipements/-NuZ9yvg2l3Ooj6xyl6b/-NuZcQBc4XkvByp-d0se/-Nv6nE0-VsgOhsapAxq3/photoPlaque/20240410_133848971_xxLn2xvR9ygbuQP7LfjRBEbYtlm2_Photo.jpg,Chambre froide
-MdX7QxJWn9q4eVfyvaG.-MdXBO6booYio-rDcnSf.-MgKHafS-J6DBc6wComk,-L6W1FoA6XBUNGJWHSli,-L6W1F9Qqcg78AgjjhF9,-L6W1FoA6XBUNGJWHSli,,,Chambre froide,1,Danfoss,OP-MPHC018SCP00G,,2008,2 BIO,En service,Equipements/-MdX7QxJWn9q4eVfyvaG/-MdXBO6booYio-rDcnSf/-MgKHafS-J6DBc6wComk/photoPlaque/20210805_075035043_C25MXDh7LxQzyxSMJbTNRa5NGzF3_Photo.jpg,Chambre froide
-NXk90ISg11OEAgMTOg7.-NXkUCSX0931P2x9hKMI.-N_95DmKPbhkpTY4eSkZ,-M7NiwXq2JQnYDaF4CSi,-L6W1BKusJNlAndrHcgr,-L6SNG2HFp1UToOHajDo,-M7NiwXq2JQnYDaF4CSi,,Porte extérieure ,2,,,,,,En service,Equipements/-NXk90ISg11OEAgMTOg7/-NXkUCSX0931P2x9hKMI/-N_95DmKPbhkpTY4eSkZ/photoPlaque/20230712_143508715_8htiWhsM8pZpj2SUU0t6BtccSJU2_Photo.jpg,Menuiserie extérieure
-Md2trdF12ugHJCq4VDD.-MlKs0QJ4tRWx9dl0HeJ.-MpCOh5GAG2f1jaKrwgX,-L6W1BUZDKrN4VcK26-M,-L6W1BKusJNlAndrHcgr,-L6SNG2HFp1UToOHajDo,-L6W1BUZDKrN4VcK26-M,,Fenêtre,2,,,,,,En service,Equipements/-Md2trdF12ugHJCq4VDD/-MlKs0QJ4tRWx9dl0HeJ/-MpCOh5GAG2f1jaKrwgX/photoPlaque/20211123_162543018_GaMvrashdtSvpmCiEh3W1PTaQx93_Photo.jpg,Menuiserie extérieure
-Md2trdF12ugHJCq4VDD.-MlKs0QJ4tRWx9dl0HeJ.-Mpv6ctAQ0HegHcXwku3,-L6W1BUZDKrN4VcK26-M,-L6W1BKusJNlAndrHcgr,-L6SNG2HFp1UToOHajDo,-L6W1BUZDKrN4VcK26-M,,Fenêtre,3,,,,,,En service,Equipements/-Md2trdF12ugHJCq4VDD/-MlKs0QJ4tRWx9dl0HeJ/-Mpv6ctAQ0HegHcXwku3/photoPlaque/20211202_132921467_GaMvrashdtSvpmCiEh3W1PTaQx93_Photo.jpg,Menuiserie extérieure
